"x","y","z"
3.25782416506363,6.94563229517408,2.80764641206432
6.69859184272641,0.148049051179101,7.310889180832
3.17249588026054,5.45752660319528,3.02585305437868
2.71405140575648,6.96702345321857,3.01549970394371
1.07830763870459,4.21440772065753,4.27933023467303
4.95729989611992,-0.421669895468397,4.33448140286691
6.20338819346783,-0.0161017515254516,6.81629435249274
0.445471409817066,2.92026009654897,3.09040034774998
1.10857358814313,4.01640739887816,4.4886356677879
3.03547512948122,2.24095294715038,2.6554362809546
3.85061109413539,5.6259330661996,3.24589774430877
4.65324629324309,6.39213017006536,5.99103665233693
1.59022910810655,4.36229096667752,4.36579054490749
5.37138764150945,0.193217979703488,4.82439293402258
4.61181035337191,0.414297233009212,4.38710726185899
3.3306454396049,2.31734130061093,2.37231093499229
1.05236643828774,4.63411452553236,4.72212315208166
7.60394480771456,2.90051642482606,2.84741117946263
-0.110688942304819,3.25258264908,3.53297625628656
3.31288753541265,2.24959308541181,2.32487721917985
0.795727864631874,3.77717660910534,4.31619907283425
3.89853837177402,5.46283815412369,3.03882220405449
7.16865400741521,3.69205070044123,3.2836577386393
3.12496379744537,1.96396100070714,2.53856504582259
4.68125006902483,0.281958804396456,4.70933443455331
-0.197687606434594,2.65641884311525,3.11460122302391
3.33494013805453,2.07198350950491,2.2317740308973
4.87877661240322,4.47885640785933,3.58532760960636
0.387878037237437,2.8532416192482,3.31370141958803
3.80127518034183,5.53724314229338,2.68588270204462
4.78262608040912,0.160693761815386,4.68784259646305
6.98294888348108,1.32037174886875,6.93163211050838
-0.327726463357975,2.8697058948401,3.60641239805259
5.15407248581685,0.132505216730272,4.29586842892523
7.07503356681812,3.28875110362316,2.26858070954702
2.62809346774314,6.67466146702015,2.67701256668314
4.88613128182873,0.33211259208462,4.42705999272238
0.246435116966784,2.40136846058421,3.54762779180145
0.167562661867204,3.36650129093925,3.65971987646561
1.22450847630492,4.43309164550766,4.25378244673281
0.992395498073832,4.76231168767826,4.41646992084552
7.09416208746097,3.67369728626643,3.28674948525374
4.36481269888618,4.55629447529203,3.82431769859769
4.63536246849345,4.46910691114256,2.90858468152618
4.95384547691292,0.5263823216377,4.94301617599137
0.663415145810551,4.42319032403844,4.86743227652681
4.77592033593607,4.52712205854266,3.51796044502998
2.87575963264165,6.91097201005541,3.10449736517986
3.67557154916225,2.44710469902657,2.16203188882307
2.99106124740563,2.49533702314416,2.37785745124086
4.45976316088431,4.5075414224448,3.22502016664051
2.77300259746406,2.30610509929466,2.26042606396577
-0.480082677158434,2.65258641710072,3.64259802915609
4.46565620779805,0.134796580624859,4.19470656138401
4.59740956499672,5.84615252256026,6.49314260566289
3.03387983539155,2.16432170850849,1.95437351265888
0.0974827771744381,5.04527825881149,3.9963887341669
2.20137667934702,7.08328508802682,2.70261700729259
4.98420257189991,4.54000964765851,3.29939711028713
5.8183206644332,0.129776834205946,6.86544348953339
2.98206003290662,5.01216874306049,3.14612844853662
4.99022038898214,0.645016181754412,4.26768496301625
-0.0517846130407728,2.81222124063397,3.66115963162593
0.655725248032705,4.06228749474816,4.51550961166822
2.41248356083761,6.09872077250454,3.05627357052685
3.48361210457216,2.35106493309175,2.40608829439923
2.97773207099501,2.74882223565292,2.22126228104189
0.0139682889503126,3.50232180475303,2.78627239987384
4.39318636037083,5.65149639635214,5.92279392622266
3.38197741980315,5.24110187991343,3.2023836069392
0.333739062564656,3.15046942528881,3.45166518267047
7.00331301377409,3.83647705974561,2.37177791837062
6.42066967341177,0.455855239320026,7.41626994730782
2.77553033398589,1.97928211843311,2.63779618529346
0.578332896411614,3.11126641927836,3.91843922846329
3.73630495442562,2.06264737241736,2.201813752554
7.23246092378562,3.69681771647653,2.45453208535626
7.15384858680962,3.97898964951659,2.42218590737387
6.93192166585842,0.0606507546478559,6.95150374488985
4.63052245966352,0.00332704296885561,5.2771915088911
5.13855638535876,4.21954286607889,3.49360445194777
4.58652921209269,4.20429576518448,3.14475616559358
2.78833075329955,6.78851413088187,2.35969241281647
4.92421780945766,0.809416000454624,4.98980836845524
0.182378403115252,3.42277181944225,4.05049416115481
2.71671995441321,2.40605695122367,2.06718858941304
6.36393138988146,0.476532363984182,7.00413996445488
3.92827300315793,5.42298483522298,5.98063113832268
0.522016778159577,4.18069016885331,4.52686407350004
3.45886912089527,5.4040191825857,2.43114883856135
4.84318371495881,5.13574562785649,3.3913087895567
7.48263181956942,4.06349415275126,2.36086807716669
-0.0908623953174557,3.20758924886933,3.24288808366462
7.61579895178674,3.08812121381128,3.15917807684778
3.43566642590292,5.3621547523763,2.51250360458723
4.25676136796568,4.33245686074351,4.2097925281654
7.35868507859309,3.51301455934505,3.16494732397258
4.9093968780483,5.80123648343202,5.75598506875256
3.30959628693979,7.1471721643134,2.94173461363256
5.24643474392421,5.32779077455637,6.05591560670149
5.07980034274291,0.510454110419106,4.12369514878365
4.86490854346691,0.456998572730817,4.74437589393517
3.12506583022408,5.66997280964442,3.31557797067288
0.868949692106528,4.54591074317577,4.2780971652069
4.87686102893074,4.20575293970579,4.19791746843915
2.91961843486474,5.29369824940444,3.17501900021865
4.80579982119172,4.38476966431233,3.49592112060287
7.143576692029,3.58265702384975,3.19111060600686
4.96655660501888,4.24798996327899,3.17105246493899
4.9906620869144,0.456188192020052,4.77276681232018
0.534086114346098,4.68586765574495,4.02865898297878
7.49771765017628,3.81179681228929,2.78986902582099
2.48307873937156,6.74457623025153,2.90511932360798
4.98906867811343,4.67869021614352,3.51048247509886
-0.463337920754026,2.83438512150263,3.1948787696403
6.92814257725063,0.0625795231596947,6.65061466482082
2.71261794210239,6.84495881372547,3.29921792626494
3.28475867844355,2.459835594257,1.82517230380543
3.24165684274116,5.23068832300132,2.2525037254538
4.68808897364148,4.46977140521839,3.69349591365722
1.12637534059364,4.37772531282531,4.26114419344914
7.06801439300579,4.1259125661297,2.82741716130505
4.75566868805861,-0.142224222339411,4.38978597433675
4.79844382671403,5.62758626135635,5.97156462592632
3.06401362993367,5.09560413702684,2.64897288788719
3.32634975875756,5.12016397897647,2.78342206850278
0.0229410919538401,3.17238450332333,3.9555252516081
4.80209767072628,5.84644706545563,5.59461455391627
4.69237328346968,5.43700691914391,5.91779488521955
